target,derog_cnt,collect_cnt,banruptcy_ind,inq_cnt06,inq_time_last,inq_finance_cnt24,tl_time_first,tl_time_last,tl_cnt03,tl_cnt12,tl_cnt24,tl_cnt,tl_sum,tl_max_sum,tl_sat_cnt,tl_del60_cnt,tl_bad_cnt24,tl75_util_cnt,tl50_util_cnt,tl_bal_hc_pct,tl_sat_pct,tl_del3060_cnt24,tl_del90_cnt24,tl_del60_cnt_all,tl_open_pct,tl_bad_derog_cnt,tl_del60_cnt24,tl_open24_pct
0,1,0,0,0,0.0,0,228,77,0,0,0,1.0,509.0,2300.0,5.0,0,0,0.0,0.0,0.22,0.17,0,0,0,0.17,0,0,0.0
0,1,0,1,1,5.0,2,178,19,0,0,1,5.0,17874.0,24691.0,9.0,12,1,2.0,3.0,0.72,0.36,0,1,13,0.23,1,1,0.2
0,3,3,0,6,1.0,2,63,8,0,2,4,6.0,20248.0,27636.0,11.0,0,0,3.0,3.0,0.73,0.67,0,0,0,0.5,1,0,0.67
0,1,0,0,0,13.0,1,122,16,0,0,2,7.0,6929.0,24076.0,10.0,0,0,3.0,4.0,0.29,0.83,0,0,0,0.58,0,0,0.29
0,1,0,0,0,9.0,1,193,56,0,0,0,1.0,0.0,0.0,1.0,1,1,3.1216821785591176,4.0779041709755255,0.0,0.0,1,1,2,0.2,1,1,0.0
0,0,0,0,3,2.0,1,352,2,1,5,6,16.0,21883.0,56866.0,24.0,0,0,3.0,4.0,0.38,0.59,0,0,0,0.59,0,0,0.38
0,0,0,0,3,1.0,1,237,4,0,2,3,7.0,30625.0,36417.0,5.0,1,1,5.0,6.0,0.84,0.44,1,1,1,0.78,1,1,0.43
0,2,1,1,5,1.0,3,495,3,1,1,2,5.0,3363.0,4561.0,9.0,12,5,2.0,2.0,0.74,0.08,0,6,13,0.21,6,6,0.4
0,1,1,0,1,1.0,0,200,12,0,1,4,6.0,8821.0,9987.0,11.0,0,0,4.0,4.0,0.88,0.5,3,0,3,0.5,1,0,0.67
0,0,0,0,4,2.0,3,167,5,0,2,8,10.0,53343.0,59851.0,22.0,0,0,8.0,8.0,0.89,0.38,3,0,0,0.38,0,0,0.8
0,0,0,0,1,1.0,2,124,2,1,2,4,10.0,8388.0,14898.0,23.0,3,1,3.0,4.0,0.56,0.34,1,1,7,0.34,1,1,0.4
0,2,0,1,2,0.0,5,198,11,0,1,5,3.0,14726.0,20226.0,14.0,1,0,2.0,3.0,0.73,0.59,0,0,1,0.18,0,0,1.67
0,1,0,0,0,13.0,3,234,12,0,1,2,10.0,24517.0,41285.0,28.0,0,0,5.0,6.0,0.59,0.72,0,1,2,0.34,2,1,0.2
0,2,2,0,2,0.0,15,132,8,0,3,7,16.0,42597.0,72970.0,22.0,0,0,6.0,8.0,0.58,0.61,0,0,0,0.57,1,0,0.44
0,5,2,1,1,2.0,0,124,2,1,3,6,9.0,54425.0,59421.0,12.0,15,7,5.0,5.0,0.92,0.34,0,7,16,0.31,8,7,0.67
0,0,0,0,6,1.0,9,94,15,0,0,5,6.0,418.0,21018.0,14.0,0,0,0.0,0.0,0.02,0.86,0,0,0,0.43,0,0,0.83
0,1,1,0,0,14.0,1,6,6,0,1,1,1.0,1612.0,5000.0,1.0,0,0,0.0,0.0,0.32,1.0,0,0,0,1.0,0,0,1.0
0,1,1,0,3,4.0,0,199,4,0,3,8,22.0,35116.0,48813.0,37.0,0,0,6.0,8.0,0.72,0.56,3,0,1,0.54,1,1,0.36
0,2,0,1,2,1.0,3,124,65,0,0,0,1.0,0.0,668.0,1.0,3,1,3.1216821785591176,4.0779041709755255,0.0,0.2,0,1,3,0.2,3,1,0.0
0,0,0,0,1,2.0,0,119,8,0,5,8,18.0,43932.0,64819.0,30.0,0,0,8.0,10.0,0.68,0.67,0,0,1,0.55,0,0,0.44
0,0,0,0,0,18.0,0,20,8,0,1,6,6.0,7062.0,11606.0,6.0,0,0,3.0,3.0,0.61,1.0,0,0,0,1.0,0,0,1.0
0,0,0,0,2,1.0,2,256,5,0,2,5,18.0,46211.0,62197.0,31.0,0,0,7.0,8.0,0.74,0.67,0,0,2,0.55,0,0,0.28
0,0,0,0,1,2.0,3,205,1,3,7,13,15.0,18956.0,30727.0,17.0,0,0,7.0,8.0,0.62,0.61,0,0,1,0.65,0,0,0.87
0,0,0,0,0,7.0,1,147,7,0,3,12,11.0,8754.0,21073.0,19.0,1,0,1.0,1.0,0.42,0.78,0,0,1,0.48,0,0,1.09
0,1,1,0,15,1.0,6,322,11,0,1,2,8.0,8059.0,33774.0,20.0,0,0,1.0,2.0,0.24,0.71,0,1,1,0.38,2,1,0.25
0,0,0,0,0,0.0,0,221,20,0,0,1,3.0,7462.0,8290.0,3.0,0,0,2.0,2.0,0.9,1.0,0,0,0,1.0,0,0,0.33
0,2,2,0,9,1.0,7,148,2,1,2,3,13.0,35712.0,43749.0,17.0,0,0,5.0,5.0,0.82,0.79,0,0,0,0.68,2,0,0.23
0,1,0,0,0,22.0,1,152,4,0,1,2,1.0,24.0,49.0,8.0,1,1,0.0,0.0,0.49,0.6,0,1,6,0.1,1,1,2.0
0,1,1,0,4,0.0,3,214,20,0,0,1,4.0,18547.0,21431.0,8.0,4,1,3.0,3.0,0.87,0.25,1,2,6,0.33,2,2,0.25
0,0,0,0,0,18.0,1,241,17,0,0,2,5.0,2887.0,4011.0,9.0,0,0,3.0,3.0,0.72,0.33,2,1,3,0.56,1,2,0.4
0,0,0,0,2,1.0,7,158,4,0,7,7,13.0,21588.0,52007.0,23.0,0,0,2.0,2.0,0.42,0.62,0,0,0,0.5,0,0,0.54
0,0,0,0,4,0.0,2,303,35,0,0,0,4.0,0.0,5334.0,8.0,1,1,3.1216821785591176,4.0779041709755255,0.0,0.55,0,1,1,0.36,1,1,0.0
0,0,0,0,1,0.0,0,246,4,0,2,3,13.0,9013.0,18852.0,20.0,0,0,4.0,4.0,0.48,0.54,1,1,2,0.54,1,1,0.23
0,0,0,0,3,0.0,6,142,13,0,0,1,1.0,0.0,0.0,2.0,1,0,0.0,0.0,0.0,0.67,0,0,1,0.33,0,0,1.0
0,0,0,0,0,0.0,0,240,12,0,3,7,9.0,33724.0,55877.0,15.0,0,0,3.0,4.0,0.6,0.78,0,0,1,0.5,0,0,0.78
0,0,0,0,5,1.0,8,218,4,0,2,4,9.0,22196.0,22874.0,18.0,0,0,7.0,7.0,0.97,0.74,0,0,0,0.47,0,0,0.44
0,1,0,1,7,1.0,2,302,4,0,2,4,12.0,11100.0,29317.0,23.0,15,1,5.0,8.0,0.38,0.29,3,1,18,0.32,1,3,0.33
0,2,0,1,1,5.0,1,101,35,0,0,0,4.0,6651.0,7302.0,1.0,7,4,2.0,2.0,0.91,0.0,2,4,8,0.44,4,5,0.0
0,2,0,0,4,1.0,3,180,12,0,1,2,12.0,33783.0,40285.0,16.0,0,0,6.0,7.0,0.84,0.74,0,0,1,0.63,0,0,0.17
0,0,0,0,1,1.0,1,108,2,1,2,3,7.0,8342.0,42775.0,15.0,0,0,1.0,1.0,0.2,0.71,0,0,0,0.41,0,0,0.43
0,0,0,0,0,9.0,0,143,5,0,2,4,9.0,15720.0,34135.0,24.0,0,0,3.0,3.0,0.46,0.5,1,0,0,0.35,0,0,0.44
0,0,0,0,1,5.0,0,190,5,0,2,2,9.0,36227.0,63107.0,15.0,0,0,2.0,3.0,0.57,0.6,0,0,0,0.6,0,0,0.22
0,0,0,0,1,0.0,1,223,18,0,0,1,9.0,30725.0,38640.0,14.0,0,0,5.0,6.0,0.8,0.71,0,0,0,0.64,0,0,0.11
0,2,1,1,5,0.0,5,142,18,0,0,2,3.0,24060.0,32430.0,8.0,0,0,0.0,2.0,0.74,0.38,0,2,2,0.38,2,2,0.67
0,0,0,0,4,1.0,0,119,2,1,6,10,25.0,2280.0,156206.0,31.0,0,0,0.0,0.0,0.01,0.61,0,0,0,0.61,0,0,0.4
0,1,1,0,0,24.0,0,213,9,0,1,3,7.0,12113.0,19557.0,18.0,0,0,1.0,1.0,0.62,0.53,0,0,0,0.37,0,0,0.43
0,1,1,0,6,1.0,13,291,12,0,1,4,3.0,35714.0,56734.0,9.0,0,0,0.0,3.0,0.63,0.6,0,0,1,0.3,1,0,1.33
0,5,1,0,0,22.0,1,130,22,0,0,1,2.0,0.0,0.0,5.0,3,1,0.0,0.0,0.0,0.25,0,1,4,0.25,1,1,0.5
0,4,1,1,1,0.0,3,188,28,0,0,0,1.0,327.0,1600.0,1.0,0,0,0.0,0.0,0.2,0.5,0,0,0,0.5,1,0,0.0
0,0,0,0,0,7.0,1,13,9,0,1,2,2.0,575.0,470.0,2.0,0,0,1.0,1.0,1.22,1.0,0,0,0,1.0,0,0,1.0
0,0,0,0,1,2.0,0,471,12,0,1,1,11.0,35520.0,42258.0,14.0,0,0,6.0,6.0,0.84,0.71,0,0,0,0.65,0,0,0.09
0,3,0,0,7,1.0,11,225,8,0,1,1,2.0,125.0,125.0,2.0,3,1,1.0,1.0,1.0,0.4,0,1,3,0.4,1,1,0.5
0,1,1,0,2,1.0,1,188,7,0,1,1,7.0,8269.0,11012.0,7.0,3,2,2.0,2.0,0.75,0.4,0,5,5,0.7,5,5,0.14
0,0,0,0,4,1.0,2,53,6,0,2,5,6.0,6903.0,9862.0,6.0,0,0,2.0,3.0,0.7,1.0,0,0,0,1.0,0,0,0.83
0,1,0,0,5,1.0,7,132,2,1,3,5,9.0,44091.0,56088.0,12.0,0,0,2.0,3.0,0.79,0.64,0,0,0,0.64,0,0,0.56
0,0,0,0,2,0.0,1,248,5,0,2,8,13.0,24558.0,59247.0,24.0,0,0,3.0,3.0,0.41,0.68,0,0,0,0.52,0,0,0.62
0,0,0,0,0,0.0,0,188,12,0,1,2,5.0,14809.0,18617.0,11.0,2,2,1.0,1.0,0.8,0.57,1,3,8,0.36,3,3,0.4
0,4,1,1,1,6.0,0,158,10,0,1,3,2.0,59.0,252.0,4.0,6,1,0.0,0.0,0.23,0.27,0,1,6,0.18,2,1,1.5
0,1,1,0,1,1.0,2,175,2,1,4,5,13.0,25495.0,45958.0,32.0,0,0,5.0,7.0,0.55,0.32,2,0,1,0.35,1,1,0.38
0,0,0,0,4,0.0,5,178,5,0,2,7,12.0,63070.0,94509.0,24.0,0,0,3.0,6.0,0.67,0.69,0,0,0,0.46,0,0,0.58
0,1,1,0,4,1.0,5,203,14,0,0,3,3.0,13932.0,17075.0,9.0,0,0,1.0,2.0,0.82,0.78,0,0,1,0.33,0,0,1.0
0,1,1,0,2,1.0,2,154,13,0,0,3,10.0,37006.0,53432.0,12.0,0,0,4.0,5.0,0.69,0.83,0,0,0,0.83,1,0,0.3
0,3,0,1,3,2.0,2,9,9,0,1,1,1.0,189.0,350.0,1.0,0,0,0.0,1.0,0.54,1.0,0,0,0,1.0,0,0,1.0
0,1,0,1,2,0.0,2,111,3,1,3,5,9.0,26285.0,41014.0,14.0,9,8,7.0,7.0,0.64,0.24,3,8,10,0.36,8,8,0.56
0,1,1,0,0,0.0,0,179,2,2,4,5,14.0,69344.0,123934.0,30.0,0,0,5.0,7.0,0.56,0.47,1,0,0,0.44,1,0,0.36
0,0,0,0,0,10.0,0,177,31,0,0,0,5.0,6459.0,17366.0,8.0,1,1,1.0,1.0,0.37,0.67,0,1,1,0.56,1,1,0.0
0,1,1,0,2,1.0,1,184,3,1,2,3,6.0,28563.0,31040.0,10.0,0,0,1.0,1.0,0.92,0.55,0,0,1,0.55,1,0,0.5
0,0,0,0,0,10.0,0,162,5,0,1,2,12.0,45638.0,58520.0,21.0,0,0,6.0,8.0,0.78,0.64,0,0,0,0.55,0,0,0.17
0,0,0,0,4,0.0,7,328,7,0,1,6,26.0,82949.0,96742.0,36.0,0,0,14.0,16.0,0.86,0.77,0,0,0,0.67,0,0,0.23
0,0,0,0,5,1.0,4,110,1,3,6,11,26.0,63862.0,104058.0,32.0,0,0,10.0,13.0,0.61,0.7,0,0,0,0.7,0,0,0.42
0,0,0,0,5,1.0,4,189,4,0,6,11,9.0,39287.0,67385.0,22.0,0,0,4.0,5.0,0.58,0.53,0,0,0,0.3,0,0,1.22
0,1,0,1,0,20.0,0,777,16,0,0,2,11.0,3351.0,7185.0,13.0,4,2,4.0,5.0,0.47,0.11,3,7,14,0.61,7,10,0.18
0,1,1,0,0,13.0,1,300,3,1,5,7,16.0,29905.0,52873.0,29.0,0,0,4.0,5.0,0.57,0.6,0,0,1,0.53,1,0,0.44
0,0,0,0,1,1.0,0,117,21,0,0,2,10.0,23715.0,47872.0,15.0,0,0,2.0,3.0,0.5,0.71,0,0,0,0.59,0,0,0.2
0,1,0,1,8,1.0,6,128,3,1,5,6,7.0,11632.0,23581.0,13.0,1,1,2.0,3.0,0.49,0.6,0,2,2,0.47,2,2,0.86
0,0,0,0,0,0.0,0,64,3,1,4,5,5.0,18115.0,21972.0,5.0,0,0,2.0,3.0,0.82,0.83,0,0,0,0.83,0,0,1.0
0,0,0,0,2,1.0,4,143,1,1,3,6,12.0,38852.0,48047.0,25.0,0,0,7.0,7.0,0.81,0.46,0,0,1,0.43,0,0,0.5
0,1,1,0,4,1.0,0,105,16,0,0,3,13.0,30868.0,41235.0,19.0,0,0,6.0,8.0,0.75,0.7,0,0,0,0.65,0,0,0.23
0,0,0,0,2,0.0,3,318,7,0,1,1,7.0,20596.0,27027.0,11.0,0,0,3.0,3.0,0.76,0.73,0,0,0,0.64,0,0,0.14
0,1,0,0,0,7.0,1,46,2,1,2,3,7.0,10703.0,14050.0,9.0,1,0,3.0,5.0,0.76,0.82,0,1,1,0.64,1,1,0.43
0,0,0,0,1,1.0,1,169,56,0,0,0,3.0,8532.0,12934.0,12.0,0,0,1.0,1.0,0.66,0.46,0,0,0,0.23,0,0,0.0
0,0,0,0,0,18.0,0,25,9,0,1,1,2.0,4949.0,5000.0,2.0,0,0,1.0,1.0,0.99,0.67,0,0,0,0.67,0,0,0.5
0,0,0,0,0,8.0,0,124,14,0,0,2,12.0,20558.0,31787.0,15.0,0,0,4.0,7.0,0.65,0.67,1,0,1,0.8,0,0,0.17
0,1,1,0,5,1.0,7,142,12,0,1,10,11.0,39919.0,52594.0,24.0,0,0,6.0,7.0,0.76,0.58,0,0,2,0.42,1,0,0.91
0,1,1,1,1,1.0,1,338,9,0,1,1,3.0,3269.0,3937.0,7.0,10,2,2.0,2.0,0.83,0.17,0,2,12,0.17,3,2,0.33
0,1,1,0,0,11.0,1,141,5,0,4,8,12.0,41751.0,53547.0,17.0,0,0,6.0,7.0,0.78,0.68,0,0,0,0.63,0,0,0.67
0,0,0,0,0,0.0,0,435,6,0,2,2,10.0,25736.0,44964.0,19.0,0,0,3.0,6.0,0.57,0.65,2,0,1,0.5,0,1,0.2
0,0,0,0,1,1.0,1,149,37,0,0,0,9.0,9131.0,12587.0,13.0,1,1,3.0,3.0,0.73,0.73,0,2,3,0.6,2,2,0.0
0,2,0,1,0,8.0,1,195,8,0,2,2,4.0,12504.0,14061.0,7.0,3,1,3.0,3.0,0.89,0.45,0,1,4,0.36,1,1,0.5
0,13,12,1,2,4.0,2,171,6,0,1,3,5.0,6980.0,19653.0,4.0,7,1,2.0,3.0,0.36,0.0,3,1,8,0.33,7,2,0.6
0,0,0,0,0,0.0,0,212,31,0,0,0,11.0,48144.0,69991.0,17.0,0,0,5.0,7.0,0.69,0.53,0,0,0,0.58,0,0,0.0
0,0,0,0,2,1.0,3,89,9,0,3,11,19.0,58768.0,84854.0,29.0,0,0,5.0,8.0,0.69,0.77,2,0,1,0.63,0,1,0.58
0,0,0,0,2,1.0,2,334,13,0,0,2,3.0,10221.0,14079.0,7.0,2,0,0.0,1.0,0.73,0.3,0,0,4,0.3,0,0,0.67
0,3,3,0,2,2.0,2,228,5,0,2,3,8.0,18787.0,23483.0,16.0,0,0,4.0,4.0,0.8,0.41,0,4,4,0.47,7,4,0.38
0,4,4,0,0,0.0,0,82,12,0,1,3,1.0,23650.0,30710.0,5.0,0,0,1.0,1.0,0.77,0.43,2,0,3,0.14,0,1,3.0
0,2,1,1,1,3.0,0,206,2,1,2,3,4.0,14576.0,23857.0,5.0,7,0,1.0,3.0,0.61,0.23,0,0,7,0.31,0,0,0.75
0,1,0,0,1,3.0,2,105,9,0,1,2,2.0,496.0,3700.0,11.0,0,0,0.0,0.0,0.13,0.57,0,1,2,0.14,1,1,1.0
0,0,0,0,2,3.0,4,267,40,0,0,0,6.0,7265.0,14242.0,18.0,1,0,2.0,2.0,0.51,0.23,3,3,4,0.27,3,4,0.0
0,3,1,1,1,2.0,1,137,14,0,0,3,9.0,33761.0,42864.0,11.0,8,2,6.0,7.0,0.79,0.45,0,2,9,0.45,2,2,0.33
0,1,0,1,8,0.0,4,97,5,0,3,5,7.0,9305.0,18882.0,8.0,5,2,4.0,6.0,0.49,0.4,0,2,5,0.47,2,2,0.71
0,0,0,0,1,2.0,0,151,28,0,0,0,13.0,27049.0,37249.0,17.0,0,0,6.0,7.0,0.73,0.53,3,0,1,0.76,0,1,0.0
0,10,4,0,2,4.0,3,158,14,0,0,2,11.0,23332.0,51832.0,26.0,2,1,3.0,4.0,0.45,0.43,3,1,10,0.37,8,2,0.18
0,0,0,0,0,9.0,3,128,3,1,1,10,15.0,17819.0,28268.0,17.0,0,0,3.0,5.0,0.63,0.74,1,0,0,0.79,0,0,0.67
0,0,0,0,0,0.0,0,216,9,0,3,7,8.0,16039.0,49843.0,14.0,0,0,1.0,1.0,0.32,0.93,0,0,0,0.57,0,0,0.88
0,1,1,0,0,10.0,4,355,17,0,0,3,3.0,4.0,1040.0,7.0,1,0,0.0,0.0,0.0,0.63,0,1,2,0.38,2,1,1.0
0,0,0,0,1,1.0,1,553,2,3,4,6,10.0,9677.0,10947.0,11.0,0,0,6.0,8.0,0.88,0.43,1,0,1,0.71,0,0,0.6
0,3,3,0,4,1.0,7,256,4,0,1,6,12.0,29261.0,60654.0,19.0,0,0,2.0,3.0,0.48,0.89,0,0,1,0.63,0,0,0.5
0,1,1,0,0,13.0,3,167,13,0,0,2,3.0,5811.0,7704.0,9.0,1,0,1.0,1.0,0.75,0.7,0,0,1,0.3,0,0,0.67
0,1,0,1,1,0.0,0,241,4,0,2,2,8.0,26697.0,29174.0,12.0,2,0,3.0,6.0,0.92,0.63,0,1,3,0.5,1,1,0.25
0,1,0,0,2,6.0,2,163,8,0,1,2,4.0,10426.0,11422.0,8.0,2,0,3.0,3.0,0.91,0.3,2,1,4,0.4,1,2,0.5
0,0,0,0,3,1.0,5,163,12,0,1,4,17.0,59217.0,75776.0,29.0,0,0,8.0,12.0,0.78,0.71,0,0,2,0.55,0,0,0.24
0,1,0,0,2,0.0,2,161,8,0,2,3,7.0,34128.0,60468.0,17.0,0,0,1.0,2.0,0.56,0.53,0,0,0,0.41,0,0,0.43
0,0,0,0,6,2.0,4,239,32,0,0,0,6.0,10142.0,15656.0,21.0,0,0,2.0,2.0,0.65,0.35,3,0,0,0.23,0,0,0.0
0,0,0,0,4,1.0,4,179,12,0,1,3,6.0,595.0,1419.0,13.0,2,2,3.0,3.0,0.42,0.38,2,3,4,0.38,3,4,0.5
0,0,0,0,7,0.0,6,41,2,1,2,5,4.0,5596.0,15055.0,6.0,0,0,0.0,2.0,0.37,0.86,0,0,0,0.57,0,0,1.25
0,0,0,0,3,1.0,0,217,5,0,7,15,20.0,45258.0,90260.0,29.0,0,0,6.0,6.0,0.5,0.73,0,0,0,0.67,0,0,0.75
0,0,0,0,1,5.0,0,215,9,0,2,3,10.0,20700.0,27738.0,9.0,0,0,5.0,5.0,0.75,0.7,3,0,0,1.0,0,0,0.3
0,0,0,0,6,4.0,16,147,4,0,2,6,10.0,30189.0,54878.0,23.0,0,0,2.0,3.0,0.55,0.54,0,0,0,0.38,0,0,0.6
0,3,1,1,3,1.0,0,132,3,1,4,5,5.0,12716.0,21110.0,6.0,1,0,2.0,3.0,0.6,0.71,0,0,1,0.71,0,0,1.0
0,0,0,0,1,6.0,0,300,2,1,8,9,13.0,25103.0,33970.0,15.0,0,0,6.0,9.0,0.74,0.82,0,0,0,0.76,0,0,0.69
0,2,0,1,2,1.0,2,111,4,0,2,6,7.0,28112.0,28537.0,12.0,1,1,6.0,6.0,0.99,0.8,0,1,1,0.47,1,1,0.86
0,0,0,0,7,0.0,2,99,7,0,4,5,16.0,74634.0,84891.0,21.0,1,0,14.0,14.0,0.88,0.78,0,1,1,0.7,1,1,0.31
0,2,2,0,0,7.0,1,113,1,1,4,4,5.0,11999.0,14938.0,11.0,0,0,4.0,4.0,0.8,0.29,1,0,1,0.36,2,0,0.8
0,2,1,0,1,5.0,0,181,4,0,1,1,2.0,6734.0,13000.0,3.0,0,0,0.0,1.0,0.52,0.5,0,0,0,0.5,1,0,0.5
0,2,0,0,1,1.0,1,92,13,0,0,1,1.0,20151.09560810811,31205.900675675675,4.0,1,0,3.1216821785591176,4.0779041709755255,0.6482223724231159,0.33,0,0,1,0.17,0,0,1.0
0,1,1,0,3,0.0,7,262,27,0,0,0,5.0,677.0,2080.0,11.0,6,3,2.0,2.0,0.33,0.22,2,4,9,0.28,4,5,0.0
0,0,0,0,0,17.0,1,105,7,0,4,10,15.0,45469.0,62577.0,20.0,0,0,8.0,8.0,0.73,0.64,1,0,0,0.68,0,0,0.67
0,0,0,0,4,1.0,6,171,2,1,3,4,4.0,21565.0,24265.0,3.0,3,2,2.0,3.0,0.89,0.43,0,2,3,0.57,2,2,1.0
0,2,2,0,6,1.0,8,44,3,1,2,3,3.0,7872.0,9253.0,5.0,0,0,2.0,2.0,0.85,0.5,0,1,1,0.5,3,1,1.0
0,0,0,0,2,1.0,3,180,5,0,5,6,9.0,6201.0,16034.0,14.0,0,0,2.0,3.0,0.39,0.53,0,0,1,0.6,0,0,0.67
0,0,0,0,4,0.0,1,189,7,0,2,2,6.0,18097.0,35209.0,16.0,0,0,2.0,2.0,0.51,0.47,0,0,3,0.35,0,0,0.33
0,1,0,1,3,0.0,6,150,3,1,2,5,9.0,15250.0,18752.0,15.0,0,0,4.0,5.0,0.81,0.78,0,0,0,0.5,0,0,0.56
0,0,0,0,7,0.0,11,92,7,0,1,5,12.0,33910.0,50174.0,27.0,0,0,4.0,8.0,0.68,0.36,3,1,5,0.43,1,4,0.42
0,0,0,0,0,0.0,0,235,29,0,0,0,13.0,9491.0,12336.0,15.0,0,0,7.0,7.0,0.77,0.53,3,0,4,0.87,0,0,0.0
0,0,0,0,0,0.0,0,163,22,0,0,1,9.0,13372.0,18961.0,18.0,0,0,3.0,4.0,0.71,0.53,1,0,0,0.47,0,0,0.11
0,0,0,0,1,1.0,1,214,10,0,1,2,8.0,14971.0,32721.0,15.0,0,0,0.0,2.0,0.46,0.53,2,0,1,0.47,0,1,0.25
0,1,0,0,16,1.0,2,199,2,1,7,10,27.0,177074.0,241985.0,41.0,1,1,13.0,15.0,0.73,0.66,0,1,1,0.57,1,1,0.37
0,0,0,0,0,7.0,4,172,2,1,3,6,5.0,13917.0,19676.0,10.0,1,0,2.0,2.0,0.71,0.23,3,2,4,0.38,2,2,1.2
0,1,1,0,6,1.0,12,38,2,5,8,12,10.0,63666.0,67986.0,11.0,1,1,6.0,8.0,0.94,0.73,0,1,1,0.67,2,1,1.2
0,0,0,0,1,6.0,3,138,11,0,3,6,8.0,22598.0,30318.0,18.0,0,0,5.0,6.0,0.75,0.32,3,0,1,0.36,0,0,0.75
0,0,0,0,5,1.0,16,201,12,0,1,6,5.0,12107.0,15427.0,8.0,0,0,1.0,2.0,0.78,0.63,1,1,2,0.63,1,1,1.2
0,2,2,0,9,1.0,14,144,3,1,8,14,20.0,143639.0,196298.0,55.0,0,0,8.0,12.0,0.73,0.52,0,0,0,0.33,0,0,0.7
0,0,0,0,4,1.0,3,384,6,0,1,2,5.0,9579.0,14438.0,13.0,0,0,4.0,4.0,0.66,0.36,3,0,4,0.36,0,2,0.4
0,2,2,0,3,0.0,12,151,4,0,4,7,11.0,23700.0,31354.0,19.0,2,1,3.0,4.0,0.76,0.52,0,1,2,0.44,3,1,0.64
0,0,0,0,0,12.0,0,291,11,0,2,4,10.0,25526.0,74605.0,21.0,0,0,2.0,4.0,0.34,0.73,0,0,0,0.45,0,0,0.4
0,0,0,0,0,0.0,0,461,9,0,1,3,16.0,19759.0,59895.0,25.0,0,0,3.0,4.0,0.33,0.52,3,0,0,0.64,0,0,0.19
0,2,2,0,3,0.0,6,160,11,0,1,5,8.0,28848.0,47186.0,11.0,0,0,3.0,5.0,0.61,0.46,1,0,0,0.62,0,0,0.63
0,0,0,0,10,1.0,17,157,5,0,7,14,21.0,46499.0,64064.0,40.0,0,0,9.0,13.0,0.73,0.55,3,0,0,0.48,0,0,0.67
0,0,0,0,0,0.0,0,115,29,0,0,0,11.0,25323.0,47150.0,15.0,0,0,4.0,4.0,0.54,0.73,0,0,0,0.73,0,0,0.0
0,5,3,1,3,3.0,7,133,5,0,3,4,8.0,8985.0,11574.0,10.0,2,2,3.0,4.0,0.78,0.58,0,2,2,0.67,3,2,0.5
0,0,0,0,8,1.0,2,167,4,0,3,4,9.0,61270.0,75280.0,23.0,2,0,4.0,6.0,0.81,0.5,0,0,4,0.35,0,0,0.44
0,0,0,0,4,0.0,7,97,2,2,10,18,19.0,51246.0,88702.0,38.0,0,0,4.0,6.0,0.58,0.36,0,0,0,0.35,0,0,0.95
0,0,0,0,7,2.0,8,80,10,0,2,5,8.0,56520.0,75220.0,15.0,1,0,4.0,6.0,0.75,0.63,0,0,1,0.5,0,0,0.63
0,3,3,0,1,2.0,1,41,35,0,0,0,2.0,295.0,300.0,2.0,0,0,1.0,1.0,0.98,0.0,1,0,0,1.0,2,0,0.0
0,0,0,0,8,1.0,4,213,2,1,1,2,2.0,1513.0,1602.0,2.0,1,0,2.0,2.0,0.94,0.25,0,1,2,0.5,1,1,1.0
0,1,1,0,4,4.0,2,375,18,0,0,1,7.0,5463.0,10661.0,12.0,1,0,2.0,3.0,0.51,0.15,3,1,4,0.54,2,2,0.14
0,0,0,0,3,0.0,8,109,3,2,5,10,12.0,61403.0,83970.0,20.0,1,0,6.0,8.0,0.73,0.61,0,0,1,0.52,0,0,0.83
0,0,0,0,4,0.0,3,49,5,0,3,3,8.0,33972.0,36720.0,11.0,0,0,6.0,6.0,0.93,0.92,0,0,0,0.67,0,0,0.38
0,11,6,1,1,1.0,1,103,11,0,1,3,5.0,20256.0,26569.0,6.0,9,3,4.0,5.0,0.76,0.27,0,3,9,0.33,9,3,0.6
0,1,1,0,2,6.0,1,99,2,1,3,3,7.0,23273.0,25145.0,9.0,1,0,4.0,4.0,0.93,0.55,0,0,1,0.64,1,0,0.43
0,0,0,0,3,1.0,3,236,8,0,1,5,10.0,64002.0,72931.0,19.0,0,0,7.0,7.0,0.88,0.7,0,0,0,0.43,0,0,0.5
0,0,0,0,6,1.0,3,160,15,0,0,4,16.0,60557.0,75068.0,38.0,0,0,8.0,10.0,0.81,0.58,0,0,0,0.4,0,0,0.25
0,1,0,1,0,14.0,0,205,9,0,1,2,2.0,2577.0,4460.0,2.0,4,0,1.0,2.0,0.58,0.33,0,0,4,0.33,0,0,1.0
0,1,0,1,2,2.0,2,67,2,1,1,2,4.0,5708.0,5659.0,6.0,0,0,3.0,3.0,1.01,0.43,0,0,0,0.57,0,0,0.5
0,1,1,0,5,0.0,5,9,3,1,6,6,2.0,228.0,285.0,1.0,0,0,1.0,1.0,0.8,0.17,0,0,0,0.33,1,0,3.0
0,0,0,0,7,1.0,1,62,6,0,2,3,6.0,17116.0,23973.0,7.0,0,0,3.0,4.0,0.71,1.0,0,0,0,0.86,0,0,0.5
0,2,0,1,7,2.0,4,102,11,0,2,4,4.0,2837.0,3509.0,5.0,2,0,1.0,2.0,0.81,0.71,0,0,2,0.57,0,0,1.0
