TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,015864,1,0,0,0,8,0,257,10,0,1,1,2,$59,"$3,470",4,6,3,0,0,2% ,10% ,0,3,7,20% ,3,3,50% 
0,015900,0,0,0,6,1,4,316,9,0,2,3,9,"$52,717","$101,064",15,0,0,1,1,52% ,87% ,0,0,0,60% ,0,0,33% 
0,015905,7,5,0,4,1,2,89,3,1,2,2,3,"$19,467","$26,690",3,4,1,1,2,73% ,25% ,0,1,4,38% ,3,1,67% 
0,015922,1,1,0,3,1,3,96,8,0,2,3,4,"$2,105","$9,214",6,0,0,2,2,23% ,50% ,2,1,2,50% ,2,2,75% 
0,015994,5,2,1,1,6,2,74,3,1,2,4,3,"$72,118","$79,249",4,3,2,3,3,91% ,43% ,0,2,3,43% ,4,2,133% 
0,016004,0,0,0,1,4,2,270,9,0,1,4,17,"$34,639","$80,865",28,0,0,2,4,43% ,68% ,2,0,1,55% ,0,1,24% 
0,016053,0,0,0,1,1,1,198,15,0,0,3,4,$660,"$6,514",11,0,0,0,0,10% ,33% ,0,0,1,33% ,0,0,75% 
0,016079,1,0,1,3,1,0,183,6,0,1,1,4,"$6,083","$7,654",6,0,0,2,3,79% ,100% ,0,0,2,67% ,0,0,25% 
0,016100,1,1,0,1,0,2,393,5,0,1,4,6,"$6,493","$15,179",9,0,0,2,4,43% ,67% ,2,0,1,67% ,1,1,67% 
0,016141,0,0,0,11,0,7,209,6,0,3,5,7,"$25,072","$30,130",13,0,0,5,6,83% ,77% ,0,0,0,54% ,0,0,71% 
0,016219,1,1,0,5,0,4,222,21,0,0,3,7,"$15,720","$28,136",17,0,0,1,3,56% ,44% ,1,0,0,39% ,0,0,43% 
0,016248,0,0,0,0,22,3,523,8,0,1,2,6,"$11,792","$23,145",11,0,0,1,2,51% ,82% ,0,0,0,55% ,0,0,33% 
0,016255,0,0,0,8,1,3,217,2,4,7,11,23,"$19,766","$144,818",37,0,0,1,1,14% ,63% ,0,0,0,53% ,0,0,48% 
0,016271,0,0,0,1,0,1,104,4,0,3,4,6,"$5,417","$16,760",6,0,0,2,2,32% ,100% ,0,0,0,100% ,0,0,67% 
0,016415,3,0,1,11,0,10,102,6,0,1,2,3,"$57,129","$61,219",3,1,0,2,2,93% ,75% ,0,0,2,75% ,0,0,67% 
0,016431,6,0,0,1,2,2,206,10,0,1,1,11,"$37,518","$62,802",24,0,0,5,5,60% ,42% ,3,0,1,46% ,2,0,9% 
0,016534,0,0,0,1,2,0,8,8,0,1,1,1,"$10,375","$12,879",1,0,0,1,1,81% ,100% ,0,0,0,100% ,0,0,100% 
0,016557,0,0,0,1,1,1,62,15,0,0,1,6,"$13,281","$13,986",7,0,0,5,5,95% ,75% ,0,0,0,75% ,0,0,17% 
0,016605,0,0,0,0,13,0,220,13,0,0,1,5,"$1,730","$4,321",6,0,0,1,2,40% ,50% ,0,1,2,83% ,1,1,20% 
0,016656,0,0,0,1,3,0,155,6,0,2,2,5,"$12,398","$16,066",15,0,0,3,4,77% ,56% ,2,0,1,31% ,0,1,40% 
0,016766,1,1,0,3,0,3,252,42,0,0,0,6,"$7,399","$8,402",20,1,1,3,4,88% ,55% ,0,1,8,27% ,1,1,0% 
0,016804,2,1,1,2,1,1,161,12,0,1,1,1,"$3,766","$5,000",4,2,0,1,1,75% ,33% ,0,0,2,17% ,1,0,100% 
0,016836,1,0,0,0,10,0,125,29,0,0,0,10,"$13,960","$20,511",9,2,1,3,3,68% ,36% ,3,1,4,71% ,1,3,0% 
0,016955,0,0,0,2,1,4,337,7,0,1,2,5,"$18,726","$29,885",9,0,0,2,2,63% ,45% ,0,0,3,45% ,0,0,40% 
0,017012,2,2,0,2,1,2,140,16,0,0,1,12,"$19,640","$29,649",19,0,0,7,7,66% ,70% ,0,0,0,60% ,2,0,8% 
0,017063,0,0,0,3,0,2,82,5,0,2,4,8,"$20,393","$38,350",9,0,0,2,3,53% ,73% ,0,0,0,73% ,0,0,50% 
0,017102,0,0,0,0,13,1,210,17,0,0,4,15,"$24,305","$57,396",23,0,0,3,5,42% ,50% ,3,0,0,63% ,0,0,27% 
0,017315,0,0,0,0,10,0,155,4,0,3,4,9,"$39,256","$56,077",13,0,0,5,5,70% ,92% ,0,0,0,69% ,0,0,44% 
0,017344,0,0,0,4,1,1,91,2,1,1,1,7,"$17,628","$20,631",9,1,1,3,6,85% ,27% ,3,1,4,64% ,1,3,14% 
0,017443,0,0,0,1,2,9,208,7,0,4,8,10,"$22,414","$45,331",15,1,0,1,2,49% ,55% ,2,0,2,50% ,0,1,80% 
0,017449,0,0,0,1,2,0,173,1,1,2,2,11,"$9,536","$31,942",26,0,0,2,3,30% ,57% ,0,0,0,37% ,0,0,18% 
0,017454,4,4,0,4,1,2,388,3,1,4,5,7,"$1,752","$6,007",19,4,3,2,2,29% ,28% ,1,4,7,28% ,8,4,71% 
0,017496,0,0,0,0,,0,250,8,0,1,1,11,"$22,846","$30,357",16,0,0,5,6,75% ,63% ,0,0,0,69% ,0,0,9% 
0,017497,0,0,0,0,,0,154,3,1,2,2,16,"$73,719","$130,714",21,0,0,2,3,56% ,86% ,0,0,0,73% ,0,0,13% 
0,017505,0,0,0,0,9,0,43,8,0,6,28,30,"$10,604","$83,553",35,0,0,2,3,13% ,89% ,0,0,0,79% ,0,0,93% 
0,017542,0,0,0,0,,0,189,29,0,0,0,3,$270,"$6,350",5,0,0,0,0,4% ,60% ,0,0,0,60% ,0,0,0% 
0,017545,0,0,0,0,20,0,88,13,0,0,3,7,"$46,683","$57,036",18,0,0,3,5,82% ,38% ,0,0,0,33% ,0,0,43% 
0,017703,2,1,1,0,7,0,51,6,0,1,2,2,"$18,505","$21,058",6,0,0,1,1,88% ,67% ,0,0,0,33% ,0,0,100% 
0,017710,0,0,0,1,4,0,193,4,0,3,5,6,"$10,627","$17,920",26,4,0,2,3,59% ,29% ,3,0,9,19% ,0,1,83% 
0,017852,0,0,0,2,1,5,267,7,0,1,2,8,"$10,635","$23,059",17,0,0,3,4,46% ,61% ,1,0,2,44% ,0,0,25% 
0,017854,7,5,1,3,1,4,143,11,0,1,2,4,"$12,186","$19,530",6,2,0,2,3,62% ,38% ,0,0,3,50% ,4,0,50% 
0,017863,0,0,0,3,4,4,335,14,0,0,3,11,"$47,407","$58,933",26,0,0,5,7,80% ,65% ,1,0,0,42% ,0,0,27% 
0,017864,2,2,0,1,4,0,92,4,0,1,1,8,"$3,712","$4,793",8,1,1,2,3,77% ,42% ,3,2,4,67% ,4,4,13% 
0,017880,0,0,0,1,3,2,164,13,0,0,3,5,"$1,827","$8,599",13,1,0,0,0,21% ,50% ,0,1,2,36% ,1,1,60% 
0,017917,0,0,0,1,5,0,292,15,0,0,2,12,"$34,871","$52,102",27,0,0,4,4,67% ,66% ,0,0,0,41% ,0,0,17% 
0,018061,0,0,0,1,1,11,192,7,0,3,5,7,"$32,554","$35,624",18,1,0,6,7,91% ,30% ,3,1,2,35% ,1,2,71% 
0,018078,1,0,1,4,1,4,108,3,1,3,7,8,"$14,574","$22,028",15,0,0,4,5,66% ,69% ,0,0,0,50% ,0,0,88% 
0,018097,1,0,0,17,1,25,60,5,0,3,7,7,"$16,418","$17,914",10,1,1,3,4,92% ,77% ,0,1,1,54% ,2,1,100% 
0,018160,2,1,1,8,1,2,48,7,0,1,2,4,"$4,588","$8,526",7,0,0,2,3,54% ,71% ,0,0,0,57% ,0,0,50% 
0,018209,1,0,0,2,3,4,246,3,1,1,4,8,"$29,237","$48,037",19,1,0,2,6,61% ,50% ,0,1,2,36% ,1,1,50% 
0,018242,1,1,0,3,1,1,186,22,0,0,1,3,$0,"$4,014",6,2,2,,,0% ,25% ,0,3,5,38% ,4,3,33% 
0,018272,0,0,0,5,1,6,130,13,0,0,6,16,"$66,684","$84,830",21,0,0,9,13,79% ,67% ,2,0,1,67% ,0,1,38% 
0,018334,15,13,0,1,1,4,79,11,0,1,2,2,"$13,293","$18,008",5,1,0,0,1,74% ,33% ,0,1,1,33% ,5,1,100% 
0,018444,0,0,0,1,1,2,154,5,0,3,6,8,"$28,058","$39,673",14,0,0,4,5,71% ,56% ,0,0,0,50% ,0,0,75% 
0,018590,0,0,0,2,3,0,71,3,1,1,7,12,"$30,328","$31,362",17,0,0,9,11,97% ,52% ,3,0,0,52% ,0,0,58% 
0,018629,5,5,0,4,1,6,156,5,0,2,5,3,"$4,688","$26,726",18,2,1,1,1,18% ,26% ,2,2,6,13% ,5,3,167% 
0,018639,1,1,0,0,17,1,102,2,2,3,4,5,"$2,089","$3,260",6,0,0,1,1,64% ,43% ,0,0,0,71% ,0,0,80% 
0,018672,0,0,0,1,6,0,197,22,0,0,1,5,"$6,655","$10,270",13,0,0,2,2,65% ,43% ,3,0,3,36% ,0,2,20% 
0,018763,0,0,0,3,1,3,239,17,0,0,2,5,"$7,839","$10,988",12,0,0,2,2,71% ,38% ,0,0,1,38% ,0,0,40% 
0,018883,1,0,1,2,1,1,181,12,0,1,1,4,"$4,869","$7,574",11,5,0,1,1,64% ,29% ,0,0,5,24% ,0,0,25% 
0,019051,0,0,0,6,1,1,77,17,0,0,1,3,"$6,713","$6,800",3,0,0,1,1,99% ,100% ,0,0,0,100% ,0,0,33% 
0,019131,0,0,0,2,1,5,243,6,0,1,2,15,"$25,142","$46,802",22,0,0,5,8,54% ,70% ,0,0,0,65% ,0,0,13% 
0,019147,51,50,0,4,0,0,101,23,0,0,1,2,"$1,367","$3,810",3,0,0,0,0,36% ,67% ,0,0,0,67% ,47,0,50% 
0,019166,0,0,0,6,0,12,100,9,0,1,4,14,"$42,654","$90,839",20,0,0,3,5,47% ,76% ,0,0,0,67% ,0,0,29% 
0,019217,0,0,0,2,1,2,100,6,0,12,16,13,"$25,355","$36,120",23,0,0,5,7,70% ,80% ,0,0,0,52% ,0,0,123% 
0,019218,0,0,0,2,1,1,144,1,1,3,5,7,"$9,539","$18,215",6,0,0,2,3,52% ,63% ,0,0,2,88% ,0,0,71% 
0,019266,0,0,0,8,1,7,218,5,0,7,12,21,"$26,291","$42,156",30,0,0,7,9,62% ,74% ,0,0,1,62% ,0,0,57% 
0,019314,1,0,0,0,10,2,202,9,0,2,3,3,"$9,177","$13,196",9,4,0,0,1,70% ,40% ,0,0,7,20% ,0,0,100% 
0,019397,0,0,0,1,2,0,127,16,0,0,1,7,"$6,626","$8,031",8,1,0,2,3,83% ,50% ,1,0,1,70% ,0,0,14% 
0,019451,1,0,0,1,3,4,174,14,0,0,4,7,"$27,964","$49,882",12,0,0,3,3,56% ,33% ,1,1,2,58% ,1,1,57% 
0,019489,1,0,0,5,0,10,147,7,0,3,3,10,"$30,300","$58,052",18,4,4,2,2,52% ,23% ,3,7,8,45% ,7,7,30% 
0,019676,3,2,0,0,7,3,11,11,0,1,1,1,$0,$0,1,0,0,,,0% ,100% ,0,0,0,100% ,2,0,100% 
0,019704,2,2,0,1,3,1,156,7,0,1,1,6,"$10,444","$30,452",10,5,2,1,2,34% ,19% ,3,4,9,38% ,5,7,17% 
0,019713,0,0,0,8,1,5,149,11,0,2,7,18,"$80,632","$121,958",27,0,0,8,9,66% ,69% ,1,0,0,56% ,0,0,39% 
0,019738,0,0,0,0,12,1,99,12,0,1,1,5,"$8,876","$13,585",13,1,1,0,2,65% ,38% ,2,1,8,31% ,1,2,20% 
0,019799,2,1,1,0,9,0,256,8,0,1,1,1,$0,$0,11,4,0,0,0,0% ,27% ,0,0,4,7% ,0,0,100% 
0,019878,2,2,0,6,1,4,258,14,0,0,1,3,$0,"$1,500",7,3,3,,,0% ,18% ,0,4,4,27% ,4,4,33% 
0,019879,4,3,0,4,1,4,89,5,0,1,1,2,$0,$0,1,3,1,0,0,0% ,25% ,0,1,3,50% ,2,1,50% 
0,019880,1,0,1,6,2,15,89,2,1,4,7,5,"$24,872","$31,194",7,1,1,4,4,80% ,55% ,0,1,1,45% ,1,1,140% 
0,019890,1,1,0,0,7,1,96,3,1,5,7,19,"$29,551","$44,005",31,0,0,13,16,67% ,59% ,0,0,0,56% ,0,0,37% 
0,019939,0,0,0,0,11,1,95,6,0,2,3,13,"$51,962","$77,503",14,0,0,5,7,67% ,81% ,0,0,0,81% ,0,0,23% 
0,019951,0,0,0,0,12,1,194,22,0,0,1,4,"$1,214","$7,117",6,0,0,1,1,17% ,83% ,0,0,0,67% ,0,0,25% 
0,020001,2,1,1,1,1,2,81,48,0,0,0,1,"$1,721","$7,650",4,11,2,0,0,23% ,7% ,0,2,11,7% ,3,2,0% 
0,020048,3,2,0,2,0,1,222,3,1,1,2,5,"$28,738","$43,378",3,1,1,2,2,66% ,40% ,0,1,2,100% ,2,1,40% 
0,020082,0,0,0,4,1,8,238,10,0,1,6,8,"$26,755","$36,695",18,0,0,2,3,73% ,48% ,3,0,2,38% ,0,1,75% 
0,020131,0,0,0,4,0,1,162,4,0,1,3,14,"$51,807","$84,921",21,0,0,5,9,61% ,65% ,0,0,0,61% ,0,0,21% 
0,020190,0,0,0,2,1,3,37,4,0,3,12,14,"$17,226","$20,971",17,0,0,6,9,82% ,94% ,0,0,0,82% ,0,0,86% 
0,020210,2,1,0,4,1,4,96,2,2,3,3,4,"$3,798","$3,798",5,1,1,2,2,100% ,13% ,0,1,3,50% ,2,1,75% 
0,020276,0,0,0,0,13,1,140,15,0,0,4,4,"$15,341","$20,209",7,0,0,1,2,76% ,75% ,0,0,2,50% ,0,0,100% 
0,020316,0,0,0,6,1,12,67,7,0,2,6,4,"$29,133","$36,001",9,0,0,2,3,81% ,78% ,0,0,2,44% ,0,0,150% 
0,020360,0,0,0,0,9,0,55,16,0,0,2,5,"$2,785","$3,509",6,0,0,2,2,79% ,57% ,1,0,0,71% ,0,0,40% 
0,020392,0,0,0,2,1,3,121,4,0,3,5,12,"$9,129","$54,465",15,0,0,1,2,17% ,63% ,0,0,0,63% ,0,0,42% 
0,020508,0,0,0,2,1,1,332,3,1,2,4,20,"$24,174","$29,546",24,0,0,11,13,82% ,80% ,0,0,0,80% ,0,0,20% 
0,020509,2,2,0,0,20,0,160,6,0,2,4,6,"$12,956","$15,593",9,0,0,4,4,83% ,56% ,0,0,1,67% ,1,0,67% 
0,020576,1,1,0,8,1,13,269,7,0,1,2,8,"$8,216","$11,528",20,5,3,4,5,71% ,26% ,2,4,11,30% ,5,5,25% 
0,020651,8,5,0,1,6,3,52,21,0,0,1,1,"$13,020","$18,600",3,0,0,0,1,70% ,67% ,2,0,1,33% ,1,1,100% 
0,020707,0,0,0,0,,0,143,30,0,0,0,4,"$3,632","$19,912",8,0,0,1,1,18% ,25% ,1,0,3,50% ,0,0,0% 
0,020733,2,2,0,2,1,6,105,13,0,0,3,6,"$7,651","$13,722",12,1,1,1,2,56% ,46% ,0,1,1,46% ,2,1,50% 
0,020735,1,0,0,3,0,1,435,16,0,0,2,9,"$19,643","$51,957",23,0,0,2,2,38% ,42% ,0,0,0,35% ,1,0,22% 
0,020746,0,0,0,0,,0,38,38,0,0,0,1,,,1,0,0,,,,100% ,0,0,0,100% ,0,0,0% 
0,020778,3,2,1,4,1,12,92,9,0,1,4,3,"$23,396","$30,828",10,2,0,1,2,76% ,43% ,0,0,2,21% ,2,0,133% 
0,020909,0,0,0,4,0,2,107,1,1,4,10,16,"$18,496","$29,318",25,1,1,7,8,63% ,78% ,0,1,5,59% ,1,1,63% 
0,020928,0,0,0,0,9,1,52,2,2,3,8,11,"$47,646","$99,949",12,0,0,1,5,48% ,79% ,0,0,0,79% ,0,0,73% 
0,020969,2,1,0,3,1,5,193,10,0,1,1,4,"$13,087","$20,297",3,4,3,1,2,64% ,43% ,2,3,4,57% ,4,4,25% 
0,020979,0,0,0,1,1,0,253,2,1,5,9,21,"$32,661","$61,676",34,0,0,6,8,53% ,62% ,0,0,0,54% ,0,0,43% 
0,020986,0,0,0,0,10,0,91,10,0,2,3,8,"$16,468","$30,101",21,0,0,3,4,55% ,55% ,1,0,0,36% ,0,0,38% 
0,020989,0,0,0,0,,0,272,39,0,0,0,13,"$54,032","$101,210",18,0,0,4,5,53% ,74% ,0,0,0,68% ,0,0,0% 
0,021038,1,1,0,4,1,3,127,7,0,4,5,9,"$33,006","$44,651",13,0,0,5,7,74% ,77% ,0,0,0,69% ,1,0,56% 
0,021066,0,0,0,2,2,3,269,10,0,3,5,11,"$19,171","$27,920",18,0,0,5,7,69% ,68% ,0,0,1,58% ,0,0,45% 
0,021236,3,1,1,1,3,4,130,6,0,1,1,3,"$1,193","$7,325",4,13,0,1,1,16% ,19% ,0,0,13,19% ,0,0,33% 
0,021248,7,0,0,1,2,0,71,41,0,0,0,2,"$2,356","$3,049",4,0,0,1,2,77% ,80% ,0,0,1,40% ,2,0,0% 
0,021443,2,2,0,3,1,5,284,3,1,3,4,11,"$11,976","$14,905",16,0,0,4,5,80% ,61% ,3,0,0,61% ,0,0,36% 
0,021463,0,0,1,0,8,6,110,8,0,1,1,7,"$7,866","$9,223",14,3,0,5,5,85% ,24% ,3,0,6,41% ,0,1,14% 
0,021545,0,0,0,0,21,1,116,2,1,1,2,3,"$2,673","$4,592",9,2,2,1,2,58% ,31% ,0,2,4,23% ,2,2,67% 
0,021557,1,0,1,2,4,4,102,2,1,5,8,6,"$14,749","$15,034",15,4,0,5,5,98% ,50% ,0,0,4,27% ,0,0,133% 
0,021582,0,0,0,0,10,3,148,3,1,2,2,16,"$24,041","$53,029",28,0,0,2,4,45% ,62% ,0,0,0,55% ,0,0,13% 
0,021647,1,1,0,1,1,6,19,8,0,1,4,1,"$4,309","$4,500",4,0,0,1,1,96% ,100% ,0,0,0,25% ,0,0,400% 
0,021691,2,1,0,3,1,6,88,16,0,0,2,3,"$20,469","$25,979",4,3,1,2,3,79% ,57% ,0,1,3,43% ,2,1,67% 
0,021693,2,2,1,0,15,1,224,7,0,1,2,3,$146,$150,10,3,1,1,1,97% ,31% ,0,1,3,23% ,3,1,67% 
0,021725,0,0,0,1,1,3,60,8,0,2,4,1,,,6,0,0,,,,71% ,0,0,0,14% ,0,0,400% 
0,021733,0,0,0,2,4,6,189,4,0,4,10,23,"$80,532","$104,020",39,1,1,8,10,77% ,49% ,3,1,3,47% ,1,1,43% 
0,021763,0,0,0,1,4,3,203,4,0,2,8,10,"$34,847","$45,570",22,0,0,3,4,76% ,60% ,0,0,0,40% ,0,0,80% 
0,021776,0,0,0,3,0,2,297,2,1,4,12,23,"$88,223","$119,843",25,0,0,13,15,74% ,52% ,3,0,2,70% ,0,0,52% 
0,021794,0,0,0,1,0,0,187,19,0,0,1,8,"$20,650","$26,632",13,0,0,5,5,78% ,67% ,0,0,5,53% ,0,0,13% 
0,021822,0,0,0,1,3,2,89,11,0,1,4,15,"$23,944","$59,982",17,0,0,4,5,40% ,94% ,0,0,0,88% ,0,0,27% 
0,021844,0,0,0,1,1,2,117,10,0,1,2,4,"$15,214","$19,077",13,0,0,1,2,80% ,54% ,0,0,0,31% ,0,0,50% 
0,021916,1,1,0,6,1,8,25,11,0,1,8,8,"$5,789","$7,164",10,0,0,5,5,81% ,82% ,0,1,1,73% ,2,1,100% 
0,021922,1,0,0,4,0,7,158,2,2,6,10,11,"$20,544","$28,567",23,1,1,5,7,72% ,50% ,0,1,6,39% ,1,1,91% 
0,022061,1,0,0,2,0,5,145,4,0,2,3,8,"$3,610","$12,300",10,0,0,1,2,29% ,67% ,0,0,1,67% ,0,0,38% 
0,022129,1,1,1,4,1,0,128,2,1,6,8,10,"$16,083","$34,341",9,2,0,5,6,47% ,75% ,0,0,2,83% ,0,0,80% 
0,022157,0,0,0,0,,0,251,13,0,0,3,18,"$50,280","$101,994",24,0,0,3,6,49% ,84% ,0,0,0,72% ,0,0,17% 
0,022175,0,0,0,1,0,4,233,10,0,2,6,20,"$44,251","$64,901",29,0,0,8,10,68% ,70% ,0,0,0,67% ,0,0,30% 
0,022205,0,0,0,6,1,10,185,3,2,3,5,12,"$26,746","$43,440",19,1,0,4,8,62% ,54% ,1,0,1,50% ,0,0,42% 
0,022235,0,0,0,1,3,4,136,3,1,2,4,4,"$15,816","$22,340",10,0,0,2,3,71% ,73% ,0,0,0,36% ,0,0,100% 
0,022261,1,1,0,16,0,34,32,2,1,7,7,7,"$19,833","$22,594",8,0,0,3,3,88% ,78% ,0,0,0,78% ,1,0,100% 
0,022269,1,0,1,2,1,0,219,7,0,1,1,3,"$1,580","$2,318",6,3,0,1,2,68% ,56% ,0,0,4,33% ,0,0,33% 
0,022283,3,0,0,0,13,3,199,9,0,1,3,5,"$17,989","$25,228",9,1,1,1,3,71% ,50% ,1,1,2,50% ,1,1,60% 
0,022328,0,0,0,4,2,9,177,3,1,6,6,22,"$20,463","$111,167",36,0,0,2,2,18% ,68% ,2,0,1,54% ,0,1,27% 
0,022409,1,0,0,1,1,1,300,20,0,0,1,4,"$6,070","$10,855",6,0,0,0,2,56% ,50% ,0,0,0,50% ,0,0,25% 
0,022639,1,0,1,1,0,0,156,19,0,0,1,2,$0,$295,1,0,0,,,0% ,0% ,2,0,1,100% ,0,1,50% 
0,022752,0,0,0,4,2,1,212,2,1,2,2,4,"$4,199","$5,532",10,2,2,1,1,76% ,12% ,3,3,6,24% ,3,6,50% 
0,022775,0,0,0,0,7,1,218,7,0,1,1,3,"$18,038","$22,110",5,0,0,1,2,82% ,60% ,0,0,3,60% ,0,0,33% 
0,022792,2,1,1,4,0,3,165,58,0,0,0,0,$0,$0,4,9,2,0,0,0% ,8% ,0,2,11,0% ,2,2,0% 
0,022823,0,0,0,3,1,6,47,5,0,4,5,4,"$25,298","$28,724",10,0,0,3,3,88% ,82% ,0,0,0,36% ,0,0,125% 
0,022852,0,0,0,1,0,0,225,5,0,3,5,6,"$7,284","$10,970",20,0,0,1,1,66% ,50% ,1,0,0,30% ,0,0,83% 
0,022872,0,0,0,2,1,1,119,9,0,1,1,2,$821,"$1,919",4,1,1,1,1,43% ,0% ,2,2,3,33% ,2,3,50% 
0,022910,0,0,0,4,1,2,199,7,0,2,3,6,"$12,993","$15,085",14,0,0,2,3,86% ,50% ,0,0,2,43% ,0,0,50% 
0,022962,0,0,0,2,2,2,79,1,1,12,14,15,"$2,773","$36,714",16,0,0,1,2,8% ,78% ,0,0,0,83% ,0,0,93% 
0,022982,4,0,1,3,5,4,220,5,0,3,3,15,"$67,493","$85,404",25,16,4,5,5,79% ,31% ,2,4,18,36% ,4,5,20% 
0,022998,3,2,0,13,1,12,119,2,2,5,7,8,"$51,163","$58,740",8,0,0,5,5,87% ,60% ,0,0,0,80% ,1,0,88% 
0,023126,0,0,0,3,0,4,403,10,0,1,2,2,"$8,998","$9,193",9,0,0,1,1,98% ,50% ,0,0,4,20% ,0,0,100% 
0,023183,0,0,0,10,1,8,175,2,1,5,11,17,"$50,610","$59,302",25,0,0,10,13,85% ,67% ,0,0,2,63% ,0,0,65% 
0,023200,2,2,0,8,1,15,271,3,1,2,8,7,"$17,345","$30,093",10,1,0,2,2,58% ,64% ,2,0,2,50% ,2,1,114% 
0,023271,0,0,0,1,3,2,374,2,2,6,11,15,"$33,332","$63,224",28,0,0,4,5,53% ,59% ,0,0,0,47% ,0,0,73% 
0,023391,1,1,0,0,23,0,103,19,0,0,3,1,$0,$0,5,2,0,0,0,0% ,22% ,0,0,5,11% ,1,0,300% 
0,023423,6,1,1,1,0,2,82,7,0,3,4,3,"$12,347","$14,575",4,3,1,2,2,85% ,50% ,0,1,3,38% ,1,1,133% 
0,023464,4,3,0,2,1,1,123,53,0,0,0,0,,,3,1,0,,,,0% ,0,0,3,0% ,3,0,0% 
0,023519,2,2,0,1,1,1,232,16,0,0,1,10,"$7,820","$12,745",18,3,3,4,5,61% ,24% ,3,10,16,48% ,12,13,10% 
0,023664,3,2,1,6,1,4,248,29,0,0,0,2,"$11,922","$21,313",3,2,0,0,1,56% ,33% ,2,0,3,33% ,0,1,0% 
0,023681,0,0,0,0,,0,99,24,0,0,1,4,"$7,124","$12,598",5,0,0,3,3,57% ,100% ,0,0,0,80% ,0,0,25% 
0,023684,1,0,0,2,1,2,144,10,0,1,1,3,$0,$0,4,0,0,,,0% ,33% ,0,2,2,50% ,2,2,33% 
0,023711,0,0,0,7,1,4,156,3,1,1,2,11,"$49,728","$70,845",18,0,0,7,7,70% ,50% ,0,0,0,50% ,0,0,18% 
0,023732,0,0,0,5,0,2,79,9,0,2,5,7,"$7,096","$16,295",10,0,0,2,2,44% ,73% ,0,0,0,64% ,0,0,71% 
0,023850,0,0,0,2,2,1,309,11,0,1,1,11,"$12,200","$43,032",19,0,0,0,2,28% ,64% ,0,0,0,50% ,0,0,9% 
0,023913,0,0,0,5,2,8,200,12,0,1,2,12,"$42,529","$69,344",23,0,0,5,5,61% ,58% ,0,0,0,50% ,0,0,17% 
0,024054,0,0,0,1,3,1,342,2,1,1,1,2,$95,$322,1,0,0,0,0,30% ,0% ,2,0,1,100% ,0,1,50% 
0,024069,0,0,0,0,,0,173,2,1,2,3,10,"$3,734","$46,021",22,0,0,0,0,8% ,48% ,0,0,0,40% ,0,0,30% 
0,024073,1,1,0,7,0,18,125,3,2,4,10,7,"$26,784","$31,542",10,3,2,3,3,85% ,29% ,3,2,5,41% ,3,4,143% 
0,024119,0,0,0,0,7,0,162,5,0,5,9,14,"$11,401","$19,959",17,0,0,5,7,57% ,83% ,0,0,0,78% ,0,0,64% 
0,024186,1,0,0,7,2,7,198,1,1,1,1,3,"$10,258","$10,258",11,0,0,2,2,100% ,0% ,1,0,0,25% ,0,0,33% 
0,024229,1,0,1,7,2,6,91,4,0,3,4,5,"$45,257","$45,899",5,2,1,3,3,99% ,50% ,0,1,2,63% ,1,1,80% 
0,024240,1,0,0,3,1,6,330,4,0,2,3,8,"$3,593","$6,215",14,3,2,1,3,58% ,53% ,1,2,6,47% ,2,2,38% 
0,024251,5,0,1,2,1,3,207,15,0,0,1,1,$798,"$2,053",2,13,0,0,0,39% ,6% ,0,1,15,6% ,5,1,100% 
0,024253,5,4,0,1,6,0,302,18,0,0,2,5,$856,"$12,887",7,1,1,1,1,7% ,88% ,0,1,1,63% ,3,1,40% 
0,024260,2,1,0,2,1,2,182,7,0,1,1,5,"$20,656","$24,627",4,3,2,3,4,84% ,43% ,0,2,4,71% ,3,2,20% 
0,024275,0,0,0,2,0,2,170,10,0,1,2,4,$910,"$7,409",7,1,1,2,2,12% ,40% ,2,1,6,40% ,1,2,50% 
0,024302,1,0,1,4,1,11,233,1,3,4,7,8,"$5,904","$9,910",13,5,0,4,4,60% ,43% ,0,0,5,38% ,0,0,88% 
0,024384,2,0,1,4,0,14,248,4,0,4,5,7,"$61,378","$79,392",10,0,0,2,4,77% ,67% ,0,0,1,58% ,0,0,71% 
0,024401,0,0,0,0,,0,258,90,0,0,0,2,"$2,280","$2,209",4,5,2,2,2,103% ,44% ,0,2,7,22% ,2,2,0% 
0,024422,2,1,0,5,0,4,128,12,0,1,1,1,"$1,008","$3,024",3,0,0,0,0,33% ,67% ,0,0,0,33% ,1,0,100% 
0,024459,1,1,0,5,1,2,131,4,0,5,5,9,"$22,261","$26,927",14,0,0,6,7,83% ,53% ,1,0,1,60% ,0,0,56% 
0,024515,2,1,0,2,0,1,73,13,0,0,1,6,"$21,273","$29,325",8,2,1,2,3,73% ,80% ,0,1,4,60% ,1,1,17% 
